date,monitor_id,latitude,longitude,benzene_ug_m3
2024-05-14,BMT-02,30.07667,-94.06785,3.2
2024-05-14,BMT-03,30.07583,-94.06433,3.2
2024-05-14,BMT-04,30.07467,-94.06087,2.9
2024-05-14,BMT-05,30.07319,-94.05821,1.6
2024-05-14,BMT-06,30.07097,-94.05761,1.7
2024-05-14,BMT-07,30.06816,-94.058,0.7
2024-05-14,BMT-08,30.06701,-94.05709,0.6
2024-05-14,BMT-09,30.06896,-94.05434,0.5
2024-05-14,BMT-10,30.06711,-94.05172,0.5
2024-05-14,BMT-11,30.06474,-94.0527,0.5
2024-05-14,BMT-12,30.06382,-94.075473,0.5
2024-05-14,BMT-13,30.06308,-94.05812,0.7
2024-05-14,BMT-14,30.0609,-94.06012,0.6
2024-05-14,BMT-15,30.05644,-94.06226,0.5
2024-05-14,BMT-16,30.0564,-94.06921,0.7
2024-05-14,BMT-17,30.05087,-94.06865,0.6
2024-05-14,BMT-18,30.0468,-94.07106,0.7
2024-05-14,BMT-19,30.04831,-94.07391,1.2
2024-05-14,BMT-20,30.05013,-94.07581,1.2
2024-05-14,BMT-21,30.05423,-94.0797,0.8
2024-05-14,BMT-22,30.05793,-94.07944,0.8
2024-05-14,BMT-23,30.0594,-94.0786,0.9
2024-05-14,BMT-24,30.06203,-94.0795,0.8
2024-05-14,BMT-25,30.06612,-94.07808,1.0
2024-05-14,BMT-26,30.06983,-94.07565,1.5
2024-05-14,BMT-27,30.07475,-94.07576,2.3
2024-05-28,BMT-01,30.07664,-94.07121,3.9
2024-05-28,BMT-02,30.07667,-94.06785,3.6
2024-05-28,BMT-03,30.07583,-94.06433,4.1
2024-05-28,BMT-04,30.07467,-94.06087,4.5
2024-05-28,BMT-05,30.07319,-94.05821,1.5
2024-05-28,BMT-06,30.07097,-94.05761,1.2
2024-05-28,BMT-07,30.06816,-94.058,0.6
2024-05-28,BMT-08,30.06701,-94.05709,0.6
2024-05-28,BMT-09,30.06896,-94.05434,0.6
2024-05-28,BMT-10,30.06711,-94.05172,0.6
2024-05-28,BMT-11,30.06474,-94.0527,0.6
2024-05-28,BMT-12,30.06382,-94.075473,0.6
2024-05-28,BMT-13,30.06308,-94.05812,0.7
2024-05-28,BMT-14,30.0609,-94.06012,0.8
2024-05-28,BMT-15,30.05644,-94.06226,0.7
2024-05-28,BMT-16,30.0564,-94.06921,0.7
2024-05-28,BMT-17,30.05087,-94.06865,0.7
2024-05-28,BMT-18,30.0468,-94.07106,0.8
2024-05-28,BMT-19,30.04831,-94.07391,1.1
2024-05-28,BMT-20,30.05013,-94.07581,1.1
2024-05-28,BMT-21,30.05423,-94.0797,0.9
2024-05-28,BMT-22,30.05793,-94.07944,1.0
2024-05-28,BMT-23,30.0594,-94.0786,0.9
2024-05-28,BMT-24,30.06203,-94.0795,0.8
2024-05-28,BMT-25,30.06612,-94.07808,1.0
2024-05-28,BMT-26,30.06983,-94.07565,1.2
2024-05-28,BMT-27,30.07475,-94.07576,1.8
2024-06-11,BMT-01,30.07664,-94.07121,2.3
2024-06-11,BMT-02,30.07667,-94.06785,2.4
2024-06-11,BMT-03,30.07583,-94.06433,2.2
2024-06-11,BMT-04,30.07467,-94.06087,3.4
2024-06-11,BMT-05,30.07319,-94.05821,9.7
2024-06-11,BMT-06,30.07097,-94.05761,1.4
2024-06-11,BMT-07,30.06816,-94.058,0.6
2024-06-11,BMT-08,30.06701,-94.05709,0.6
2024-06-11,BMT-09,30.06896,-94.05434,0.5
2024-06-11,BMT-10,30.06711,-94.05172,0.5
2024-06-11,BMT-11,30.06474,-94.0527,0.5
2024-06-11,BMT-12,30.06382,-94.075473,0.5
2024-06-11,BMT-13,30.06308,-94.05812,0.6
2024-06-11,BMT-14,30.0609,-94.06012,0.6
2024-06-11,BMT-15,30.05644,-94.06226,0.5
2024-06-11,BMT-16,30.0564,-94.06921,0.7
2024-06-11,BMT-17,30.05087,-94.06865,0.6
